,alt,data-gtm-event,data-gtm-event-action,data-gtm-event-category,href,src,subtitle,title,id,Year,century
7235,"A work made of wool, silk, and gilt-metal-strip-wrapped silk, slit tapestry weave with some 2:2 interlacing in alternate alignment of some gilt-metal-strip-wrapped silk wefts.",Christ Appearing to Mary Magdalene (,Collection Landing,collection-nav,https://www.artic.edu/artworks/25960/christ-appearing-to-mary-magdalene-noli-me-tangere?page=155,"https://www.artic.edu/iiif/2/69a555ea-d9a8-5db5-0f7d-9c6746c866bd/full/600,/0/default.jpg",,"Christ Appearing to Mary Magdalene (""Noli Me Tangere""), 1485/1500",7235,1485,15
7236,A work made of color woodblock print; oban.,"The Style of a Feudal Lord’s Household (Yashiki-fu), from the series Guide to Contemporary Styles (Tosei fuzoku tsu)",Collection Landing,collection-nav,https://www.artic.edu/artworks/36180/the-style-of-a-feudal-lord-s-household-yashiki-fu-from-the-series-guide-to-contemporary-styles-tosei-fuzoku-tsu?page=155,"https://www.artic.edu/iiif/2/18670421-ccc0-b251-22b0-5010a579de6d/full/600,/0/default.jpg",Kitagawa Utamaro,"The Style of a Feudal Lord’s Household (Yashiki-fu), from the series Guide to Contemporary Styles (Tosei fuzoku tsu), c. 1800/01",7236,1800,19
7237,"A work made of watercolor and gouache, with brush and black ink, on white wove paper.",Fez Morocco,Collection Landing,collection-nav,https://www.artic.edu/artworks/94016/fez-morocco?page=155,"https://www.artic.edu/iiif/2/f83b3fcf-df7a-001a-8e5d-7cb3b1de3922/full/600,/0/default.jpg",Ivan Albright,"Fez Morocco, 1960",7237,1960,20
7238,A work made of engraving on ivory laid paper.,Drunken Silenus (the ,Collection Landing,collection-nav,https://www.artic.edu/artworks/74123/drunken-silenus-the-tazza-farnese?page=155,"https://www.artic.edu/iiif/2/7444a673-f917-66ee-a959-46e03d0861dc/full/600,/0/default.jpg",Annibale Carracci,"Drunken Silenus (the ""Tazza Farnese""), c. 1597",7238,1597,16
7239,"A work made of various charcoals, with touches of black chalk, stumping, wiping, and erasing, on pale-pink wove paper with red and blue fibers altered to a golden tone.",The Sphinx,Collection Landing,collection-nav,https://www.artic.edu/artworks/90285/the-sphinx?page=155,"https://www.artic.edu/iiif/2/bbb55881-cb68-eeb1-eef4-46a92552e027/full/600,/0/default.jpg",Odilon Redon,"The Sphinx, 1883",7239,1883,19
7240,A work made of soft ground etching and aquatint on cream laid paper.,"In the Opera Box, No. 3",Collection Landing,collection-nav,https://www.artic.edu/artworks/88989/in-the-opera-box-no-3?page=155,"https://www.artic.edu/iiif/2/3a2dbf81-361b-acfb-6bad-921bad4df9d4/full/600,/0/default.jpg",Mary Cassatt,"In the Opera Box, No. 3, 1880",7240,1880,19
7241,"A work made of ivory, wood, and pigments.",Buddha Standing with Hand in the Gesture of Reassurance (Abhayamudra) with Radiating Nimbus,Collection Landing,collection-nav,https://www.artic.edu/artworks/101454/buddha-standing-with-hand-in-the-gesture-of-reassurance-abhayamudra-with-radiating-nimbus?page=155,"https://www.artic.edu/iiif/2/cebdb94d-4576-614e-036a-75990a690677/full/600,/0/default.jpg",,"Buddha Standing with Hand in the Gesture of Reassurance (Abhayamudra) with Radiating Nimbus, Kandyan period (1480–1815)",7241,1480,15
7242,"A work made of gouache, over traces of graphite on cream wove paper.",Composition,Collection Landing,collection-nav,https://www.artic.edu/artworks/117406/composition?page=155,"https://www.artic.edu/iiif/2/39d796d3-6288-4a54-0322-b7bcf65d49a8/full/600,/0/default.jpg",Albert Gleizes,"Composition, 1920",7242,1920,20
7243,A work made of black and red chalks heightened with white chalk on ivory laid paper.,Head of Saint John the Evangelist: Study for the Disputation on the Immaculate Conception,Collection Landing,collection-nav,https://www.artic.edu/artworks/142536/head-of-saint-john-the-evangelist-study-for-the-disputation-on-the-immaculate-conception?page=155,"https://www.artic.edu/iiif/2/a71afde9-a581-b86b-7db6-5d1e7137b50b/full/600,/0/default.jpg",Giovanni Antonio di Francesco Sogliani,"Head of Saint John the Evangelist: Study for the Disputation on the Immaculate Conception, 1531/36",7243,1531,16
7244,A work made of etching on paper.,View of the Pont Neuf,Collection Landing,collection-nav,https://www.artic.edu/artworks/14734/view-of-the-pont-neuf?page=155,"https://www.artic.edu/iiif/2/a395742a-5f66-f1f0-b537-dd4dbfe554de/full/600,/0/default.jpg",Jacques Callot,"View of the Pont Neuf, 1630–35",7244,1630,17
7245,"A work made of red chalk, with traces of graphite, on cream laid paper.",Bather,Collection Landing,collection-nav,https://www.artic.edu/artworks/23198/bather?page=155,"https://www.artic.edu/iiif/2/97a971cb-d6e5-f190-d400-3053d54a5aed/full/600,/0/default.jpg",Pierre-Auguste Renoir,"Bather, c. 1885",7245,1885,19
7246,"A work made of watercolor, over graphite, on off-white wove paper.",Knights of the Road,Collection Landing,collection-nav,https://www.artic.edu/artworks/23494/knights-of-the-road?page=155,"https://www.artic.edu/iiif/2/41fa42af-9cc2-1c24-4665-f8b77ef77bda/full/600,/0/default.jpg",Reginald Marsh,"Knights of the Road, 1936",7246,1936,20
7247,"A work made of pen and brown ink on buff laid paper, laid down on cream board.","Sketches of the Virgin and Child, and the Holy Family",Collection Landing,collection-nav,https://www.artic.edu/artworks/81007/sketches-of-the-virgin-and-child-and-the-holy-family?page=155,"https://www.artic.edu/iiif/2/6b76724a-9439-cfbd-dc28-eef38124b1e2/full/600,/0/default.jpg",Simone Cantarini,"Sketches of the Virgin and Child, and the Holy Family, 1642/48",7247,1642,17
7248,A work made of engraving in black on ivory laid paper.,Coat of Arms of Sebald Beham,Collection Landing,collection-nav,https://www.artic.edu/artworks/77471/coat-of-arms-of-sebald-beham?page=155,"https://www.artic.edu/iiif/2/103e2ab4-73de-ac81-49d2-99b42ed5e1d9/full/600,/0/default.jpg",Hans Sebald Beham,"Coat of Arms of Sebald Beham, 1544",7248,1544,16
7249,A work made of gelatin silver print.,Dualities - Dorothy Norman,Collection Landing,collection-nav,https://www.artic.edu/artworks/66414/dualities-dorothy-norman?page=155,"https://www.artic.edu/iiif/2/900de357-c591-62bc-4e58-97d19ef80013/full/600,/0/default.jpg",Alfred Stieglitz,"Dualities - Dorothy Norman, 1932",7249,1932,20
7250,A work made of graphite on ivory laid paper.,Portrait of Madame Dietz-Monnin (formerly Head of a Woman),Collection Landing,collection-nav,https://www.artic.edu/artworks/61713/portrait-of-madame-dietz-monnin-formerly-head-of-a-woman?page=155,"https://www.artic.edu/iiif/2/5356a6b1-0179-7c5f-6934-42b4e0bfc1d8/full/600,/0/default.jpg",Hilaire Germain Edgar Degas,"Portrait of Madame Dietz-Monnin (formerly Head of a Woman), 1877/79",7250,1877,19
7251,"A work made of palladium print, no. 8 from the portfolio ""diez desnudos (ten nudes)"" (1981).",That Falls (que cae),Collection Landing,collection-nav,https://www.artic.edu/artworks/126415/that-falls-que-cae?page=155,"https://www.artic.edu/iiif/2/b3384369-a36e-4ba6-328b-cee22607ee30/full/600,/0/default.jpg",Manuel Alvarez-Bravo,"That Falls (que cae), 1980",7251,1980,20
7252,A work made of glazed earthenware.,Water Pitcher (,Collection Landing,collection-nav,https://www.artic.edu/artworks/142409/water-pitcher-american-modern-dinnerware?page=155,"https://www.artic.edu/iiif/2/6e3665d0-ed09-9914-0091-0dc5849920ec/full/600,/0/default.jpg",Russel Wright,"Water Pitcher (""American Modern"" Dinnerware), 1937/59",7252,1937,20
7253,A work made of terracotta and glass beads.,Ritual Container,Collection Landing,collection-nav,https://www.artic.edu/artworks/185688/ritual-container?page=155,"https://www.artic.edu/iiif/2/78622d84-4375-5850-316f-feb735e5373c/full/600,/0/default.jpg",Kisi,"Ritual Container, Early/mid–20th century",7253,1950,20
7254,A work made of color woodblock print; hosoban; probably right sheet of diptych.,"The Actor Yoshizawa Ayame IV as Yadorigi, the Sister of Nikaido Shinanosuke, Disguised as Orie, the Wife of Aoto Magosaburo, in Part Two of the Play Motomishi Yuki Sakae Hachi no Ki (Looking up at Falling Snow: Thriving Potted Trees), Performed at the Nakamura Theater from the First Day of the Eleventh Month, 1778",Collection Landing,collection-nav,https://www.artic.edu/artworks/22181/the-actor-yoshizawa-ayame-iv-as-yadorigi-the-sister-of-nikaido-shinanosuke-disguised-as-orie-the-wife-of-aoto-magosaburo-in-part-two-of-the-play-motomishi-yuki-sakae-hachi-no-ki-looking-up-at-falling-snow-thriving-potted-trees-performed-at-the-nakamura-theater-from-the-first-day-of-the-eleventh-month-1778?page=155,"https://www.artic.edu/iiif/2/11e374d6-ae24-1eca-5afc-2ffb2577bb52/full/600,/0/default.jpg",Katsukawa Shunko I,"The Actor Yoshizawa Ayame IV as Yadorigi, the Sister of Nikaido Shinanosuke, Disguised as Orie, the Wife of Aoto Magosaburo, in Part Two of the Play Motomishi Yuki Sakae Hachi no Ki (Looking up at Falling Snow: Thriving Potted Trees), Performed at the Nakamura Theater from the First Day of the Eleventh Month, 1778, c. 1778",7254,1778,18
7255,A work made of bronze.,Standing Woman,Collection Landing,collection-nav,https://www.artic.edu/artworks/28418/standing-woman?page=156,"https://www.artic.edu/iiif/2/993dd2f5-1962-1c19-c7e9-e8182c49d867/full/600,/0/default.jpg",Pablo Picasso,"Standing Woman, 1945",7255,1945,20
7256,"A work made of pen and black inks and lead white gouache, with graphite on tan wove paper, perimeter mounted on cream card.",River and Park Landscape,Collection Landing,collection-nav,https://www.artic.edu/artworks/38445/river-and-park-landscape?page=156,"https://www.artic.edu/iiif/2/2dfd2e97-b914-864d-1fcf-9b94c5bcce5e/full/600,/0/default.jpg",Henri Rousseau,"River and Park Landscape, 1885/90",7256,1885,19
7257,A work made of gum bichromate print.,Silhouette of Woman by Window with Plants,Collection Landing,collection-nav,https://www.artic.edu/artworks/43902/silhouette-of-woman-by-window-with-plants?page=156,"https://www.artic.edu/iiif/2/b1d718ad-08cb-dafe-2df0-f2e7a76f44be/full/600,/0/default.jpg",Gertrude Käsebier,"Silhouette of Woman by Window with Plants, c. 1895–1905",7257,1895,19
7258,A work made of six color lithographs collaged onto white wove paper.,Dutch Hearts,Collection Landing,collection-nav,https://www.artic.edu/artworks/40643/dutch-hearts?page=156,"https://www.artic.edu/iiif/2/35914b45-c4b5-acbf-01e4-8274c4dd683e/full/600,/0/default.jpg",Jim Dine,"Dutch Hearts, 1970",7258,1970,20
7259,"A work made of wool, 2:2 broken twill weave; fulled; embroidered with rayon in chain stitches; two lengths joined.",Man's Wrapper (Akunitan),Collection Landing,collection-nav,https://www.artic.edu/artworks/65193/man-s-wrapper-akunitan?page=156,"https://www.artic.edu/iiif/2/042ccfd0-5398-cab2-bf8d-121975f976b0/full/600,/0/default.jpg",Akan,"Man's Wrapper (Akunitan), 20th century",7259,1950,20
7260,A work made of oil on canvas.,Portrait of a Young Woman,Collection Landing,collection-nav,https://www.artic.edu/artworks/80463/portrait-of-a-young-woman?page=156,"https://www.artic.edu/iiif/2/68b88ba2-a593-2de6-d771-03cc737db8f4/full/600,/0/default.jpg",Henri Regnault,"Portrait of a Young Woman, 1863",7260,1863,19
7261,"A work made of bronze, edition number one of six.",Head,Collection Landing,collection-nav,https://www.artic.edu/artworks/87445/head?page=156,"https://www.artic.edu/iiif/2/a95b4eaa-ad1a-ccf6-d6d0-fb769d2e9748/full/600,/0/default.jpg",Alberto Giacometti,"Head, 1934",7261,1934,20
7262,A work made of blackened terracotta.,Commemorative Head (Mma),Collection Landing,collection-nav,https://www.artic.edu/artworks/135539/commemorative-head-mma?page=156,"https://www.artic.edu/iiif/2/cdf27b1c-546a-761e-7093-c66ccb9860db/full/600,/0/default.jpg",Fanti,"Commemorative Head (Mma), Late 18th/early 20th century",7262,1750,18
7263,A work made of enamel on aluminum.,Type B,Collection Landing,collection-nav,https://www.artic.edu/artworks/156598/type-b?page=156,"https://www.artic.edu/iiif/2/b1576dda-f04e-fc38-aee7-ec30b6504a9d/full/600,/0/default.jpg",Christopher Wool,"Type B, 1986",7263,1986,20
7264,A work made of terracotta and sacrificial material.,Altar Vessel,Collection Landing,collection-nav,https://www.artic.edu/artworks/185667/altar-vessel?page=156,"https://www.artic.edu/iiif/2/74d29076-adb0-c773-79a0-3d447392881a/full/600,/0/default.jpg",Gur,"Altar Vessel, Early/mid–20th century",7264,1950,20
7265,A work made of handmade book with ten color lithographs on ivory wove paper.,Memories of Childhood,Collection Landing,collection-nav,https://www.artic.edu/artworks/183049/memories-of-childhood?page=156,"https://www.artic.edu/iiif/2/5d0907eb-a0f7-fcca-a1d5-d239a8a3e1ef/full/600,/0/default.jpg",Roger Shimomura,"Memories of Childhood, 1999",7265,1999,20
7266,"A work made of gouache, with touches of brush and black ink and watercolor, on cream wove paper.",North Avenue Market,Collection Landing,collection-nav,https://www.artic.edu/artworks/55590/north-avenue-market?page=156,"https://www.artic.edu/iiif/2/52a751a1-99df-06db-0c81-bf55a8938fab/full/600,/0/default.jpg",Aaron Bohrod,"North Avenue Market, 1932",7266,1932,20
7267,A work made of terracotta.,One of the Set of the Four Evangelists: Luke,Collection Landing,collection-nav,https://www.artic.edu/artworks/79575/one-of-the-set-of-the-four-evangelists-luke?page=156,"https://www.artic.edu/iiif/2/6db3d145-bdf8-c44a-40b5-23a4cc09df67/full/600,/0/default.jpg",Alessandro Vittoria,"One of the Set of the Four Evangelists: Luke, modeled c. 1580",7267,1580,16
7268,A work made of woodcut in black on cream laid paper.,"The Michelfeldt Tapestry (Allegory on Social Injustice), first part of three",Collection Landing,collection-nav,https://www.artic.edu/artworks/106546/the-michelfeldt-tapestry-allegory-on-social-injustice-first-part-of-three?page=156,"https://www.artic.edu/iiif/2/3e8bf8bc-62b4-be6f-b3b1-7a2b3d6ba29f/full/600,/0/default.jpg",Albrecht Dürer,"The Michelfeldt Tapestry (Allegory on Social Injustice), first part of three, 1526",7268,1526,16
7269,A work made of charcoal and graphite on tracing paper.,"Ziegfield Fashion Theatre, ",Collection Landing,collection-nav,https://www.artic.edu/artworks/99333/ziegfield-fashion-theatre-tertium-quid-chicago-illinois-presentation-drawing?page=156,"https://www.artic.edu/iiif/2/ed3f853b-bbe9-162e-8d63-6c0da7401fd5/full/600,/0/default.jpg",Henry T. Harringer,"Ziegfield Fashion Theatre, ""Tertium Quid,"" Chicago, Illinois, Presentation Drawing, 1930",7269,1930,20
7270,"A work made of wood-block print printed twice in black and brown ink, with dry brush and gray and ocher watercolor, on cream japanese paper.",Memory of Meijer de Haan,Collection Landing,collection-nav,https://www.artic.edu/artworks/76707/memory-of-meijer-de-haan?page=156,"https://www.artic.edu/iiif/2/491be35f-8ac4-ccf2-eb68-772f67f7f528/full/600,/0/default.jpg",Paul Gauguin,"Memory of Meijer de Haan, 1896/97",7270,1896,19
7271,"A work made of glass, blown technique.",Bottle,Collection Landing,collection-nav,https://www.artic.edu/artworks/54544/bottle?page=156,"https://www.artic.edu/iiif/2/01ef35f7-8f7b-6d59-faec-eb78d9e163e4/full/600,/0/default.jpg",Ancient Roman,"Bottle, 4th century AD",7271,350,4
7272,A work made of oil and sand on canvas.,Untitled (Two Death's Heads),Collection Landing,collection-nav,https://www.artic.edu/artworks/118729/untitled-two-death-s-heads?page=156,"https://www.artic.edu/iiif/2/ce4098e1-bb90-e445-ea88-3eb0ba9750d2/full/600,/0/default.jpg",André Masson,"Untitled (Two Death's Heads), 1927",7272,1927,20
7273,A work made of gelatin silver transfer print with applied color.,"AutoPolaroids, 1969–71",Collection Landing,collection-nav,https://www.artic.edu/artworks/118884/autopolaroids-1969-71?page=156,"https://www.artic.edu/iiif/2/061d7a49-90be-e5fd-ccb0-d1f3ca14d763/full/600,/0/default.jpg",Lucas Samaras,"AutoPolaroids, 1969–71, 1969",7273,1969,20
7274,A work made of lithograph in black on cream wove paper.,Cuirassier on Foot Restraining His Rearing Horse,Collection Landing,collection-nav,https://www.artic.edu/artworks/8662/cuirassier-on-foot-restraining-his-rearing-horse?page=156,"https://www.artic.edu/iiif/2/187fcc78-5449-a418-69d4-0124fbc1461c/full/600,/0/default.jpg",Carle Vernet,"Cuirassier on Foot Restraining His Rearing Horse, 1817–36",7274,1817,19
7275,A work made of color woodblock print; chuban.,"Chizuka no Fumi no Bosetsu (The Evening Snow of a Thousand Bundles of Love-Letters), the Lovers Ohatsu and Tokubei, from the series ",Collection Landing,collection-nav,https://www.artic.edu/artworks/3554/chizuka-no-fumi-no-bosetsu-the-evening-snow-of-a-thousand-bundles-of-love-letters-the-lovers-ohatsu-and-tokubei-from-the-series-sugata-hakkei-eight-views-of-lovers?page=156,"https://www.artic.edu/iiif/2/68a2b45f-41f0-0dcb-4563-cb6b50947d9a/full/600,/0/default.jpg",Ippitsusai Buncho,"Chizuka no Fumi no Bosetsu (The Evening Snow of a Thousand Bundles of Love-Letters), the Lovers Ohatsu and Tokubei, from the series ""Sugata Hakkei (Eight Views of Lovers)"", c. 1772",7275,1772,18
7276,A work made of woodcuts on ivory laid paper.,"The Fall of Lucifer and the Rebel Angels (verso); The Gathering of the Angels (recto), pages three and two from the Treasury (Schatzbehalter)",Collection Landing,collection-nav,https://www.artic.edu/artworks/23391/the-fall-of-lucifer-and-the-rebel-angels-verso-the-gathering-of-the-angels-recto-pages-three-and-two-from-the-treasury-schatzbehalter?page=156,"https://www.artic.edu/iiif/2/8c390365-be63-1f18-0bff-1517e4615b7b/full/600,/0/default.jpg",Michel Wolgemut,"The Fall of Lucifer and the Rebel Angels (verso); The Gathering of the Angels (recto), pages three and two from the Treasury (Schatzbehalter), 1491",7276,1491,15
7277,A work made of color woodblock print; hosoban.,The Actor Ichikawa Danjuro V in a ,Collection Landing,collection-nav,https://www.artic.edu/artworks/88292/the-actor-ichikawa-danjuro-v-in-a-shibaraku-role-probably-as-kato-hyoeisa-shigemitsu-in-the-third-scene-of-the-play-masakado-kammuri-no-hatsuyuki-the-first-snow-on-taira-no-masakado-s-court-headdress-performed-at-the-nakamura-theater-in-the-eleventh-month-1777?page=156,"https://www.artic.edu/iiif/2/e184ee0b-c06a-6176-dda3-a4830dae2ddf/full/600,/0/default.jpg",Katsukawa Shunsho,"The Actor Ichikawa Danjuro V in a ""Shibaraku"" Role, Probably as Kato Hyoeisa Shigemitsu, in the Third Scene of the Play Masakado Kammuri no Hatsuyuki (The First Snow on Taira no Masakado's Court Headdress), Performed at the Nakamura Theater in the Eleventh Month, 1777, c. 1777",7277,1777,18
7278,"A work made of graphite, ink, and watercolor on paper.","Carrara Glass Display Exhibition Booth, Perspective Study",Collection Landing,collection-nav,https://www.artic.edu/artworks/100937/carrara-glass-display-exhibition-booth-perspective-study?page=156,"https://www.artic.edu/iiif/2/a4bf3b50-55c2-2b59-f9cc-2318636de585/full/600,/0/default.jpg",George Fred Keck,"Carrara Glass Display Exhibition Booth, Perspective Study, 1939",7278,1939,20
7279,A work made of iron.,Pair of Rowel Spurs,Collection Landing,collection-nav,https://www.artic.edu/artworks/106327/pair-of-rowel-spurs?page=156,"https://www.artic.edu/iiif/2/82d2e439-d812-a9e4-853a-6a7ba7a7ca97/full/600,/0/default.jpg",,"Pair of Rowel Spurs, 18th/19th century",7279,1750,18
7280,A work made of etching on ivory wove paper.,Old Man Counting,Collection Landing,collection-nav,https://www.artic.edu/artworks/109383/old-man-counting?page=156,"https://www.artic.edu/iiif/2/eff9605e-08fd-29a8-4587-745e36c26670/full/600,/0/default.jpg",Paul Klee,"Old Man Counting, 1929",7280,1929,20
7281,A work made of paper.,Metropolitan World Atlas,Collection Landing,collection-nav,https://www.artic.edu/artworks/204512/metropolitan-world-atlas?page=156,"https://www.artic.edu/iiif/2/7f725fbe-6528-e952-999e-4fcb77f0f650/full/600,/0/default.jpg",Joost Grootens,"Metropolitan World Atlas, 2005",7281,2005,21
7282,A work made of graphite on tracing paper.,"Ralph Helstein House, Chicago, IL, Fireplace ",Collection Landing,collection-nav,https://www.artic.edu/artworks/212416/ralph-helstein-house-chicago-il-fireplace-b-perspective?page=156,"https://www.artic.edu/iiif/2/6b72b698-ed34-2a77-5190-7f04364cdd4e/full/600,/0/default.jpg",Bertrand Goldberg,"Ralph Helstein House, Chicago, IL, Fireplace ""B"" Perspective, c. 1952",7282,1952,20
7283,A work made of lithograph in black on ivory wove paper.,Andromeda,Collection Landing,collection-nav,https://www.artic.edu/artworks/44241/andromeda?page=156,"https://www.artic.edu/iiif/2/f0a9feb2-838c-388d-3b4c-35e15a001df8/full/600,/0/default.jpg",Henri Fantin-Latour,"Andromeda, 1899",7283,1899,19
7284,A work made of oil on wood panel.,The Drying After,Collection Landing,collection-nav,https://www.artic.edu/artworks/51797/the-drying-after?page=156,"https://www.artic.edu/iiif/2/e5c1843f-e112-92eb-b138-e0b4be707a70/full/600,/0/default.jpg",Bob Thompson,"The Drying After, 1961",7284,1961,20
7285,"A work made of etching and aquatint with photo-engraving, die-stamping, collage and embossing on ivory wove paper.",Swinging London 67,Collection Landing,collection-nav,https://www.artic.edu/artworks/117770/swinging-london-67?page=156,"https://www.artic.edu/iiif/2/39bacf52-18af-5ce3-ad70-a866eabe9626/full/600,/0/default.jpg",Richard Hamilton,"Swinging London 67, 1968",7285,1968,20
7286,"A work made of gelatin silver print, edition 1/10.",Neck,Collection Landing,collection-nav,https://www.artic.edu/artworks/121127/neck?page=156,"https://www.artic.edu/iiif/2/6d65fe42-fd55-bfe2-1cd2-dbeecd178085/full/600,/0/default.jpg",Robert Mapplethorpe,"Neck, 1988",7286,1988,20
7287,"A work made of salted paper print, plate 11 from the album ""photographs taken in the crimea"" (1856).","Lieutenant General Sir de Lacy Evans, G.C.B.",Collection Landing,collection-nav,https://www.artic.edu/artworks/146117/lieutenant-general-sir-de-lacy-evans-g-c-b?page=156,"https://www.artic.edu/iiif/2/e9d8f16c-f9c0-68f7-8f93-d7003d914ede/full/600,/0/default.jpg",Roger Fenton,"Lieutenant General Sir de Lacy Evans, G.C.B., 1855",7287,1855,19
7288,A work made of etching.,Sekigahara in Snow (Yuki no Sekigahara),Collection Landing,collection-nav,https://www.artic.edu/artworks/182307/sekigahara-in-snow-yuki-no-sekigahara?page=156,"https://www.artic.edu/iiif/2/c9a2e68e-50fa-c9b2-6811-d0af730dbdae/full/600,/0/default.jpg",Tanaka Ryohei,"Sekigahara in Snow (Yuki no Sekigahara), 1976",7288,1976,20
7289,A work made of pastel and black chalk on brown wove paper with fibrous inclusions.,Corte del Paradiso,Collection Landing,collection-nav,https://www.artic.edu/artworks/158382/corte-del-paradiso?page=156,"https://www.artic.edu/iiif/2/da99d4b5-d1ea-e821-2036-6c52eeb726e3/full/600,/0/default.jpg",James McNeill Whistler,"Corte del Paradiso, 1880",7289,1880,19
7290,A work made of gelatin silver print.,"14th Street, NYC",Collection Landing,collection-nav,https://www.artic.edu/artworks/156020/14th-street-nyc?page=156,"https://www.artic.edu/iiif/2/25f100c0-3bb4-6e19-10cb-5a8d7a509429/full/600,/0/default.jpg",Robert Frank,"14th Street, NYC, 1952",7290,1952,20
7291,"A work made of cotton, plain weave; copperplate printed.",Le Char de l'Aurore (The Chariot of Dawn) (Furnishing Fabric),Collection Landing,collection-nav,https://www.artic.edu/artworks/31513/le-char-de-l-aurore-the-chariot-of-dawn-furnishing-fabric?page=156,"https://www.artic.edu/iiif/2/f8210ea0-ab84-8335-5245-946f7e3b3998/full/600,/0/default.jpg",Petitpierre et Cie.,"Le Char de l'Aurore (The Chariot of Dawn) (Furnishing Fabric), 1785/89",7291,1785,18
7292,A work made of limestone.,Hieroglyphic Altar,Collection Landing,collection-nav,https://www.artic.edu/artworks/37817/hieroglyphic-altar?page=156,"https://www.artic.edu/iiif/2/c8002b4e-5798-6e1d-089c-3fac6af25c55/full/600,/0/default.jpg",Maya,"Hieroglyphic Altar, A.D. 650/700",7292,0,0
7293,A work made of wood engraving on light gray china paper on ivory wove paper.,Noon,Collection Landing,collection-nav,https://www.artic.edu/artworks/49843/noon?page=156,"https://www.artic.edu/iiif/2/4b30416b-cca6-5aa8-617e-5020b5a6fcef/full/600,/0/default.jpg",Jacques Adrien Lavieille,"Noon, 1860",7293,1860,19
7294,A work made of graphite on ivory wove paper.,Old Man Praying,Collection Landing,collection-nav,https://www.artic.edu/artworks/29906/old-man-praying?page=156,"https://www.artic.edu/iiif/2/811df0d3-ac39-3535-1fd7-2fafdb573e70/full/600,/0/default.jpg",Johann Friedrich Overbeck,"Old Man Praying, c. 1812",7294,1812,19
7295,A work made of lithograph in black on light gray china paper laid down on ivory wove paper.,Anthony: ,Collection Landing,collection-nav,https://www.artic.edu/artworks/106649/anthony-what-is-the-object-of-all-this-the-devil-there-is-no-object-plate-18-of-24?page=156,"https://www.artic.edu/iiif/2/3ba5c236-eb65-25bb-f187-a9f9c8161f00/full/600,/0/default.jpg",Odilon Redon,"Anthony: ""What is the object of all this?"" The Devil: ""There is no object!"", plate 18 of 24, 1896",7295,1896,19
7296,"A work made of color woodblock print, hashira-e.",Shoki in Love,Collection Landing,collection-nav,https://www.artic.edu/artworks/89059/shoki-in-love?page=156,"https://www.artic.edu/iiif/2/e8135380-9fb6-7d9f-d8ee-1a8a8df6bdce/full/600,/0/default.jpg",Suzuki Harunobu,"Shoki in Love, c. 1768",7296,1768,18
7297,A work made of gelatin silver print.,Exposition of Dynamic Symmetry,Collection Landing,collection-nav,https://www.artic.edu/artworks/121074/exposition-of-dynamic-symmetry?page=156,"https://www.artic.edu/iiif/2/21079826-da2e-e9cd-86c5-c3d2e079418c/full/600,/0/default.jpg",Edward Weston,"Exposition of Dynamic Symmetry, 1943, printed 1953/54",7297,1943,20
7298,"A work made of chiaroscuro woodcut from four blocks in black and light, medium and dark greenish gray on off-white laid paper.",Triumph of Caesar,Collection Landing,collection-nav,https://www.artic.edu/artworks/154371/triumph-of-caesar?page=156,"https://www.artic.edu/iiif/2/487f45c2-1b12-195d-7640-92888b10d778/full/600,/0/default.jpg",Andrea Andreani,"Triumph of Caesar, 1599",7298,1599,16
7299,A work made of marker on paper.,"Health Sciences Center, Stony Brook, NY, Early Perspective",Collection Landing,collection-nav,https://www.artic.edu/artworks/212476/health-sciences-center-stony-brook-ny-early-perspective?page=156,"https://www.artic.edu/iiif/2/68d285bc-beff-d727-1a4b-5381c0677863/full/600,/0/default.jpg",Bertrand Goldberg Associates,"Health Sciences Center, Stony Brook, NY, Early Perspective, 1971/73",7299,1971,20
7300,A work made of jade.,Plaque with Human Head,Collection Landing,collection-nav,https://www.artic.edu/artworks/69180/plaque-with-human-head?page=156,"https://www.artic.edu/iiif/2/dd37ca7d-6579-f3a2-4d0c-6af67ff8bad8/full/600,/0/default.jpg",,"Plaque with Human Head, late Neolithic period, Shejiahe culture, c. 2500/2000 B.C.",7300,2500,26
7301,A work made of etching in brown on cream laid paper.,The Ballet Dancer (Don Mariano Camprubi),Collection Landing,collection-nav,https://www.artic.edu/artworks/61725/the-ballet-dancer-don-mariano-camprubi?page=156,"https://www.artic.edu/iiif/2/d5941023-a7fa-f043-785e-40857f0c0a1e/full/600,/0/default.jpg",Édouard Manet,"The Ballet Dancer (Don Mariano Camprubi), 1862–63",7301,1862,19
7302,A work made of chromogenic print; edition number twelve of eighteen.,"Untitled, #126",Collection Landing,collection-nav,https://www.artic.edu/artworks/72698/untitled-126?page=156,"https://www.artic.edu/iiif/2/cca34aff-b45e-d6a4-5761-c70c774f8a1f/full/600,/0/default.jpg",Cindy Sherman,"Untitled, #126, 1983",7302,1983,20
7303,"A work made of lithograph in black, with scraping on stone, on cream wove paper.",Sunday in Paris,Collection Landing,collection-nav,https://www.artic.edu/artworks/80883/sunday-in-paris?page=156,"https://www.artic.edu/iiif/2/cc0fd2c3-645b-ad79-3c51-b420d0207cd6/full/600,/0/default.jpg",Paul Signac,"Sunday in Paris, 1887",7303,1887,19
